,bed_type,calendar_last_scraped,cancellation_policy,city,country,country_code,experiences_offered,has_availability,host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_response_time,instant_bookable,is_location_exact,jurisdiction_names,last_scraped,market,neighbourhood_group_cleansed,property_type,require_guest_phone_verification,require_guest_profile_picture,requires_license,room_type,smart_location,state,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,price,weekly_price,security_deposit,cleaning_fee,extra_people
1196,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7343707,20160104002432,38471924,1.0,1.0,47.64609020995631,-122.41584774912927,5,2.0,2.0,2.0,4,2,1125,19,42,72,347,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.8,225.0,567.5573663624511,150.0,50.0,25.0
1198,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7676574,20160104002432,5011779,1.0,1.0,47.640127266889934,-122.40273909978016,6,1.5,2.0,4.0,4,3,1125,30,60,90,365,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.05,250.0,567.5573663624511,300.0,75.0,0.0
1199,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3354761,20160104002432,16929371,2.0,2.0,47.64789129317619,-122.40876488885866,9,1.5,0.0,4.0,2,4,1125,30,60,90,179,9,84.0,8.0,9.0,10.0,9.0,9.0,7.0,2,0.51,95.0,567.5573663624511,375.0,100.0,35.0
1200,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Entire home/apt,"Seattle, WA",WA,3561237,20160104002432,16929371,2.0,2.0,47.64709028633747,-122.4085552829752,15,4.0,4.0,7.0,2,1,1125,30,60,90,365,19,97.0,9.0,10.0,9.0,10.0,10.0,9.0,2,1.07,172.0,567.5573663624511,750.0,150.0,35.0
1203,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,a few days or more,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Entire home/apt,"Seattle, WA",WA,5559643,20160104002432,28822480,1.0,1.0,47.647242283258464,-122.40450477335784,5,1.0,2.0,3.0,1,1,1125,30,60,90,365,13,93.0,10.0,9.0,9.0,10.0,10.0,9.0,1,1.38,175.0,567.5573663624511,254.48483177054607,95.0,0.0
1204,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Entire home/apt,"Seattle, WA",WA,8327083,20160104002432,658155,13.0,13.0,47.65168581302368,-122.40457343737052,12,3.5,5.0,7.0,1,3,1125,20,47,77,331,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,350.0,567.5573663624511,500.0,250.0,0.0
1205,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,f,f,f,Private room,"Seattle, WA",WA,8087037,20160104002432,3497328,4.0,4.0,47.65266873202518,-122.40929610836392,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,4,2.078918834221248,69.0,450.0,100.0,25.0,20.0
1206,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Magnolia,House,t,t,f,Entire home/apt,"Seattle, WA",WA,1696015,20160104002432,8956137,6.0,6.0,47.63149513840309,-122.39543705621988,10,2.0,3.0,3.0,1,3,1125,27,27,29,290,15,95.0,9.0,9.0,10.0,10.0,10.0,9.0,4,0.67,375.0,567.5573663624511,995.0,195.0,0.0
1207,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6855839,20160104002432,29051256,4.0,4.0,47.6157024099821,-122.33262704060192,3,1.0,1.0,1.0,2,2,1125,2,2,4,93,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4,4.18,144.0,567.5573663624511,300.0,60.0,20.0
1208,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3345341,20160104002432,3906464,2.0,2.0,47.61537863407858,-122.33525880312752,4,1.0,1.0,1.0,1,1,31,0,0,0,0,54,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2.89,999.0,567.5573663624511,95.0,85.0,10.0
1209,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,4410493,20160104002432,4962900,169.0,169.0,47.61572829823154,-122.34225330698472,6,2.0,2.0,3.0,1,2,1125,27,57,87,358,10,94.0,8.0,9.0,9.0,10.0,10.0,9.0,1,0.81,138.0,567.5573663624511,254.48483177054607,99.0,0.0
1210,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,19619,20160104002432,74305,34.0,34.0,47.61361553464315,-122.34705781490612,4,1.0,1.0,2.0,1,2,365,16,39,58,137,17,98.0,9.0,10.0,9.0,10.0,10.0,9.0,6,0.26,145.0,567.5573663624511,254.48483177054607,96.0,0.0
1211,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7597244,20160104002432,39839653,1.0,1.0,47.61297330260804,-122.34442552070213,2,1.0,1.0,1.0,1,1,1125,3,31,61,322,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.93,125.0,900.0,254.48483177054607,40.0,0.0
1212,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,a few days or more,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Shared room,"Seattle, WA",WA,5736082,20160104002432,29745749,2.0,2.0,47.61109043272179,-122.34815712189655,1,1.0,1.0,1.0,1,1,1125,0,3,33,308,6,80.0,9.0,9.0,10.0,9.0,10.0,8.0,1,0.78,45.0,567.5573663624511,254.48483177054607,10.0,0.0
1213,Futon,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Shared room,"Seattle, WA",WA,3697351,20160104002432,18835179,1.0,1.0,47.61381378580865,-122.34252869739944,2,1.0,1.0,1.0,1,1,14,10,36,59,330,108,87.0,9.0,7.0,10.0,10.0,10.0,9.0,1,6.16,35.0,260.0,254.48483177054607,61.71090387374462,10.0
1214,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Loft,f,f,f,Entire home/apt,"Seattle, WA",WA,6958436,20160104002432,11653525,1.0,1.0,47.61491676888918,-122.3449797198399,4,1.0,1.0,2.0,1,3,1125,30,60,89,89,2,90.0,8.0,5.0,9.0,9.0,10.0,7.0,1,0.39,225.0,567.5573663624511,500.0,60.0,25.0
1215,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Private room,"Seattle, WA",WA,9652574,20160104002432,10260570,1.0,1.0,47.61644586694668,-122.35221775456692,1,1.0,1.0,1.0,1,2,1125,1,1,1,46,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.81,50.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
1216,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,7109376,20160104002432,430709,36.0,36.0,47.61442745478297,-122.34909711524605,4,1.0,0.0,1.0,1,2,1125,30,49,75,350,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,31,2.078918834221248,120.0,567.5573663624511,254.48483177054607,149.0,0.0
1217,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3534364,20160104002432,3010798,1.0,1.0,47.612978115824035,-122.35097696477922,2,1.0,1.0,1.0,2,7,1125,0,0,0,30,10,89.0,10.0,7.0,9.0,9.0,10.0,8.0,1,0.56,100.0,567.5573663624511,254.48483177054607,25.0,30.0
1218,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6671901,20160104002432,22134250,3.0,3.0,47.613385532521974,-122.34006569989886,5,1.0,1.0,2.0,0,2,1125,25,55,85,347,28,83.0,9.0,9.0,9.0,9.0,10.0,9.0,3,4.02,120.0,567.5573663624511,254.48483177054607,10.0,0.0
1219,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6370313,20160104002432,30283594,502.0,502.0,47.6142941793077,-122.33639025958873,3,1.0,1.0,1.0,1,5,1125,30,60,89,89,4,55.0,7.0,7.0,5.0,6.0,10.0,7.0,2,0.9,249.0,567.5573663624511,254.48483177054607,100.0,0.0
1220,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9863484,20160104002432,6590511,2.0,2.0,47.616386937726745,-122.35382214641388,3,1.0,0.0,1.0,2,2,26,16,32,61,61,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2,2.0,95.0,495.0,250.0,60.0,10.0
1221,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7249631,20160104002432,29051256,4.0,4.0,47.618053291291936,-122.33755440466551,3,1.0,1.0,1.0,2,2,1125,30,60,90,173,19,97.0,10.0,10.0,10.0,10.0,10.0,9.0,4,3.45,150.0,567.5573663624511,300.0,60.0,20.0
1222,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9183838,20160104002432,46005243,2.0,2.0,47.61420539724743,-122.34398891049324,2,1.0,1.0,1.0,2,1,20,30,57,57,57,1,20.0,2.0,4.0,2.0,2.0,6.0,2.0,2,1.0,130.0,900.0,200.0,61.0,50.0
1223,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,6222245,20160104002432,430709,36.0,36.0,47.61522894535234,-122.33711961090191,4,1.0,0.0,1.0,1,3,1125,0,28,58,328,2,100.0,10.0,10.0,9.0,8.0,10.0,7.0,31,0.41,130.0,567.5573663624511,254.48483177054607,164.0,0.0
1224,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Condominium,f,f,f,Entire home/apt,"Seattle, WA",WA,10292753,20160104002432,4874276,5.0,5.0,47.614836477740184,-122.34683375318458,4,1.0,1.0,2.0,2,3,60,2,32,59,152,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,5,2.078918834221248,105.0,567.5573663624511,250.0,50.0,15.0
1225,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Loft,f,f,f,Entire home/apt,"Seattle, WA",WA,7760836,20160104002432,15454102,5.0,5.0,47.614635303166864,-122.34539999551278,6,1.0,0.0,3.0,2,1,1125,28,58,82,82,6,93.0,10.0,9.0,10.0,10.0,10.0,10.0,5,1.5,105.0,825.0,150.0,50.0,10.0
1226,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7324993,20160104002432,6568374,1.0,1.0,47.616320738400546,-122.3493250012565,3,1.0,1.0,1.0,1,2,1125,8,30,46,178,12,90.0,9.0,10.0,10.0,10.0,10.0,9.0,1,3.79,175.0,567.5573663624511,254.48483177054607,60.0,0.0
1227,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5760902,20160104002432,10903708,3.0,3.0,47.61574887267891,-122.34365283611687,3,1.0,0.0,2.0,2,2,1125,18,48,74,225,54,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3,6.59,100.0,567.5573663624511,100.0,61.71090387374462,25.0
1228,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7035498,20160104002432,18947211,2.0,2.0,47.614943478157166,-122.3406781767356,2,1.0,0.0,1.0,2,2,22,21,51,81,199,31,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2,5.71,129.0,567.5573663624511,300.0,61.0,0.0
1229,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,8956631,20160104002432,35961304,6.0,6.0,47.614514506237725,-122.34032921154324,4,1.0,0.0,3.0,2,1,1125,14,34,64,92,13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3,5.42,90.0,567.5573663624511,250.0,65.0,20.0
1230,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Condominium,t,t,f,Entire home/apt,"Seattle, WA",WA,6766708,20160104002432,8534462,48.0,48.0,47.61534360926678,-122.332741345447,6,2.5,2.0,3.0,4,20,1125,30,60,90,365,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.45,350.0,567.5573663624511,500.0,110.0,20.0
1232,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,4264043,20160104002432,22134250,3.0,3.0,47.61411914483936,-122.34129656255176,2,1.0,0.0,1.0,0,2,1125,13,36,53,290,76,87.0,9.0,8.0,9.0,9.0,10.0,9.0,3,5.08,75.0,567.5573663624511,254.48483177054607,10.0,0.0
1233,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Condominium,f,f,f,Entire home/apt,"Seattle, WA",WA,6186081,20160104002432,4874276,5.0,5.0,47.613971078419254,-122.34821807358792,4,1.0,1.0,2.0,2,3,60,14,14,14,21,25,94.0,10.0,9.0,10.0,10.0,10.0,9.0,5,3.75,110.0,800.0,254.48483177054607,50.0,15.0
1234,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,1472532,20160104002432,453540,5.0,5.0,47.61242487102254,-122.34378263035349,3,1.0,1.0,1.0,2,1,1125,27,31,54,327,181,95.0,10.0,10.0,10.0,10.0,10.0,9.0,5,6.22,80.0,567.5573663624511,254.48483177054607,35.0,30.0
1235,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5900224,20160104002432,29824474,1.0,1.0,47.61430703919969,-122.34725786838602,2,1.0,0.0,1.0,1,2,1125,2,2,24,66,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.46,150.0,567.5573663624511,300.0,40.0,0.0
1236,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9374358,20160104002432,48638331,1.0,1.0,47.61369630724902,-122.34205499158784,2,1.0,0.0,1.0,0,2,7,20,43,64,333,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.6,95.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
1237,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,5874421,20160104002432,8534462,48.0,48.0,47.61290508478415,-122.34657071763752,3,1.0,1.0,1.0,2,2,1125,19,35,60,121,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3,4.38,139.0,567.5573663624511,300.0,60.0,20.0
1238,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,8829474,20160104002432,8534462,48.0,48.0,47.617290699308384,-122.34960002538057,3,1.0,1.0,1.0,2,2,1125,20,46,76,257,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.76,139.0,567.5573663624511,200.0,60.0,20.0
1239,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,6228474,20160104002432,74305,34.0,34.0,47.614296073703706,-122.34738315436822,4,1.0,1.0,2.0,1,2,365,15,45,75,156,3,93.0,10.0,10.0,9.0,9.0,9.0,8.0,6,0.45,275.0,567.5573663624511,254.48483177054607,95.0,0.0
1240,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,4637670,20160104002432,22965312,1.0,1.0,47.616015942051476,-122.32951794696018,2,1.0,0.0,1.0,1,2,5,2,32,62,337,37,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.78,135.0,567.5573663624511,100.0,61.71090387374462,0.0
1241,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Condominium,f,f,f,Entire home/apt,"Seattle, WA",WA,3995007,20160104002432,15942582,5.0,5.0,47.61383960268609,-122.34943502856777,5,1.0,1.0,3.0,2,1,15,15,15,37,37,67,94.0,10.0,10.0,10.0,10.0,10.0,9.0,5,4.15,128.0,567.5573663624511,150.0,45.0,10.0
1242,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,19611,20160104002432,74305,34.0,34.0,47.61561134846152,-122.34592672734446,4,1.2594687006838505,1.0,2.0,1,2,365,22,46,76,151,26,87.0,9.0,9.0,10.0,9.0,9.0,8.0,6,0.37,107.0,567.5573663624511,254.48483177054607,96.0,0.0
1244,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,1200829,20160104002432,74305,34.0,34.0,47.61486390395154,-122.34398542649116,4,1.0,1.0,2.0,1,2,90,30,58,88,171,20,92.0,9.0,9.0,9.0,9.0,9.0,9.0,6,0.71,100.0,567.5573663624511,254.48483177054607,96.0,0.0
1246,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,f,f,Entire home/apt,"Seattle, WA",WA,206781,20160104002432,1002255,1.0,1.0,47.61551227179511,-122.33728601913258,2,1.0,1.0,1.0,1,5,30,11,41,71,346,18,96.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.0,120.0,567.5573663624511,200.0,75.0,0.0
1247,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,f,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,988176,20160104002432,1623580,12.0,12.0,47.611575596871404,-122.34661156923315,5,1.0,0.0,1.0,2,1,90,8,38,68,189,121,92.0,9.0,9.0,10.0,10.0,10.0,9.0,12,3.53,125.0,850.0,300.0,60.0,25.0
1249,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2881446,20160104002432,5506237,3.0,3.0,47.615408847074725,-122.3486192989743,4,1.0,0.0,2.0,1,3,1125,23,37,65,226,11,90.0,10.0,10.0,10.0,10.0,10.0,9.0,3,0.72,150.0,567.5573663624511,254.48483177054607,149.0,0.0
1251,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6328150,20160104002432,8422684,1.0,1.0,47.612697348641454,-122.34152622705842,2,1.0,0.0,1.0,1,2,1125,20,24,24,173,13,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.73,140.0,567.5573663624511,100.0,50.0,0.0
1252,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2154617,20160104002432,4944541,1.0,1.0,47.61406468772992,-122.34922456706516,3,1.0,0.0,2.0,2,1,29,22,51,81,340,159,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,6.94,150.0,950.0,254.48483177054607,61.71090387374462,35.0
1253,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,6658052,20160104002432,1623580,12.0,12.0,47.617936448668296,-122.3383948638184,3,1.0,1.0,2.0,2,2,1125,16,29,29,29,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,12,4.82,149.0,960.0,500.0,50.0,50.0
1254,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6187841,20160104002432,4160438,3.0,3.0,47.61518276829114,-122.34693185317501,4,2.0,2.0,2.0,1,7,1125,30,60,90,365,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.75,229.0,567.5573663624511,254.48483177054607,100.0,0.0
1256,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,t,f,Entire home/apt,"Seattle, WA",WA,4318031,20160104002432,5730719,3.0,3.0,47.61758374726596,-122.35330284413048,2,1.0,0.0,1.0,0,2,7,16,44,73,73,49,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.33,93.0,695.0,95.0,50.0,0.0
1257,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6364549,20160104002432,33164719,1.0,1.0,47.613705087075736,-122.35044782278031,3,1.0,0.0,2.0,1,3,10,25,39,39,314,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.45,110.0,600.0,150.0,61.71090387374462,25.0
1258,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,8326940,20160104002432,1623580,12.0,12.0,47.61462364554128,-122.3483970904106,2,1.0,1.0,1.0,2,1,1125,29,59,89,364,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,12,2.078918834221248,126.0,750.0,300.0,50.0,35.0
1259,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Downtown,Loft,t,t,f,Entire home/apt,"Seattle, WA",WA,7826593,20160104002432,1623580,12.0,12.0,47.615977931293706,-122.34929109953943,1,1.0,1.0,1.0,2,1,1125,30,60,90,365,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,12,0.94,139.0,800.0,300.0,50.0,25.0
1260,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Downtown,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,8168476,20160104002432,430709,36.0,36.0,47.61481343497807,-122.34279332885806,2,1.0,1.0,1.0,1,3,1125,13,30,48,323,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,31,0.36,157.0,567.5573663624511,254.48483177054607,159.0,0.0
1261,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,f,WASHINGTON,2016-01-04,Seattle,Downtown,Bed & Breakfast,f,f,f,Private room,"Seattle, WA",WA,6482984,20160104002432,33878833,1.0,1.0,47.614848872273356,-122.34117216714188,1,1.0,1.0,1.0,1,1,14,30,60,90,365,22,97.0,9.0,10.0,10.0,10.0,10.0,9.0,1,3.16,90.0,567.5573663624511,254.48483177054607,60.0,0.0
